match_day,match_date,home_team,away_team,home_team_score,away_team_score,HT_num_goals_firsthalf,HT_num_goals_secondhalf,AT_num_goals_firsthalf,AT_num_goals_secondhalf,match_link,home_posession,away_posession,home_shots,away_shots,home_shots_ontarget,away_shots_ontarget,home_fouls,away_fouls,home_corners,away_corners,home_saves,away_saves,home_offsides,away_offsides,home_yellow,away_yellow,home_red,away_red
Sat,Jan 19,Real Madrid,Sevilla FC,2,0,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-sevilla/game-center/sp-id-80402000001009512,69,31,23,4,6,1,9,14,7,4,1,4,2,1,2,3,0,0
Fri,Jan 18,Getafe,Alavés,4,0,1,3,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-alav%c3%a9s/game-center/sp-id-80402000001009513,44,56,16,7,,,17,18,4,2,,,1,1,0,4,0,0
Mon,Jan 14,Real Sociedad,Espanyol,3,2,3,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-espanyol/game-center/sp-id-80402000001009503,39,61,9,21,4,2,16,12,7,3,1,1,2,3,5,4,1,0
Sun,Jan 13,Betis,Real Madrid,1,2,0,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-real-madrid/game-center/sp-id-80402000001009499,74,26,9,14,2,5,9,13,6,5,3,1,3,4,2,3,0,0
Sun,Jan 13,Barça,Eibar,3,0,1,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-eibar/game-center/sp-id-80402000001009498,58,42,7,15,6,2,10,12,2,3,2,3,8,3,2,1,0,0
Sun,Jan 13,Athletic,Sevilla FC,2,0,1,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-sevilla/game-center/sp-id-80402000001009496,43,57,10,10,3,4,14,14,7,6,4,1,3,3,4,3,0,0
Sun,Jan 13,Atlético,Levante,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-levante/game-center/sp-id-80402000001009497,59,41,19,7,5,2,9,17,5,2,2,4,,,0,3,0,0
Sat,Jan 12,Villarreal,Getafe,1,2,0,0,0,3,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-getafe/game-center/sp-id-80402000001009504,58,42,17,9,7,4,14,13,6,1,2,7,1,3,4,3,0,0
Sat,Jan 12,Girona,Alavés,1,1,1,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-alav%c3%a9s/game-center/sp-id-80402000001009501,56,44,9,15,4,4,21,14,6,3,2,3,2,3,4,2,0,0
Sat,Jan 12,Valencia,Valladolid,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-real-valladolid/game-center/sp-id-80402000001009500,63,37,17,6,5,1,15,18,,,,,2,1,2,5,0,0
Sat,Jan 12,Leganés,Huesca,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-huesca/game-center/sp-id-80402000001009505,50,50,14,9,7,3,11,9,4,4,2,6,3,1,3,3,0,0
Fri,Jan 11,Rayo,Celta,4,2,2,2,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-celta-de-vigo/game-center/sp-id-80402000001009502,39,61,11,13,8,4,12,8,7,5,2,4,4,2,4,1,0,0
Mon,Jan 7,Celta,Athletic,1,2,1,0,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-athletic-club/game-center/sp-id-80402000001009490,66,34,17,8,3,4,16,21,3,2,2,2,1,2,2,5,0,0
Sun,Jan 6,Getafe,Barça,1,2,1,0,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-barcelona/game-center/sp-id-80402000001009492,24,76,10,12,2,8,23,12,4,3,6,1,3,2,4,3,0,0
Sun,Jan 6,Real Madrid,Real Sociedad,0,2,0,0,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-real-sociedad/game-center/sp-id-80402000001009489,59,41,28,12,8,4,13,13,10,4,2,8,1,2,3,1,1,0
Sun,Jan 6,Sevilla FC,Atlético,1,1,1,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009491,55,45,15,12,5,7,15,11,4,5,6,4,1,2,5,7,0,0
Sun,Jan 6,Eibar,Villarreal,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-villarreal/game-center/sp-id-80402000001009487,55,45,24,7,6,4,12,15,13,1,4,5,2,4,0,2,0,0
Sat,Jan 5,Huesca,Betis,2,1,0,2,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-real-betis/game-center/sp-id-80402000001009493,33,67,11,7,6,1,21,7,4,6,,,4,1,3,2,0,0
Sat,Jan 5,Alavés,Valencia,2,1,2,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-valencia-cf/game-center/sp-id-80402000001009486,45,55,14,14,5,2,10,13,2,6,1,3,1,1,3,3,0,0
Sat,Jan 5,Valladolid,Rayo,0,1,0,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-rayo-vallecano/game-center/sp-id-80402000001009495,59,41,12,9,5,5,16,23,9,5,4,5,,,0,3,0,0
Fri,Jan 4,Espanyol,Leganés,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-legan%c3%a9s/game-center/sp-id-80402000001009488,52,48,12,10,1,2,10,17,3,6,,,,,2,3,0,1
Fri,Jan 4,Levante,Girona,2,2,0,2,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-girona/game-center/sp-id-80402000001009494,56,44,19,9,8,2,18,16,8,2,,,2,3,3,1,1,0
Thu,Jan 3,Villarreal,Real Madrid,2,2,1,1,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-real-madrid/game-center/sp-id-80402000001009485,46,54,12,14,4,7,12,13,6,4,5,2,3,3,2,2,0,0
Sun,Dec 23,Rayo,Levante,2,1,0,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-levante/game-center/sp-id-80402000001009484,41,59,18,12,8,7,13,10,3,5,6,7,,,2,2,0,0
Sun,Dec 23,Leganés,Sevilla FC,1,1,1,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-sevilla/game-center/sp-id-80402000001009480,47,53,13,8,4,2,14,9,3,6,1,3,2,2,3,3,0,1
Sun,Dec 23,Valencia,Huesca,2,1,1,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-huesca/game-center/sp-id-80402000001009483,48,52,19,11,8,4,14,15,12,5,3,7,3,2,7,4,0,0
Sat,Dec 22,Athletic,Valladolid,1,1,1,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-real-valladolid/game-center/sp-id-80402000001009476,43,57,8,5,3,2,25,12,3,1,1,2,1,5,3,2,0,0
Sat,Dec 22,Barça,Celta,2,0,2,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-celta-de-vigo/game-center/sp-id-80402000001009478,52,48,9,11,5,1,14,15,4,6,1,2,,,0,1,0,0
Sat,Dec 22,Atlético,Espanyol,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-espanyol/game-center/sp-id-80402000001009477,37,63,8,18,5,4,16,13,5,9,4,4,3,1,1,1,0,0
Sat,Dec 22,Betis,Eibar,1,1,1,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-eibar/game-center/sp-id-80402000001009479,57,43,4,15,2,4,11,13,4,11,3,1,,,2,4,0,0
Fri,Dec 21,Real Sociedad,Alavés,0,1,0,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-alav%c3%a9s/game-center/sp-id-80402000001009481,68,32,18,9,4,3,14,11,10,1,2,4,2,3,2,4,0,0
Fri,Dec 21,Girona,Getafe,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-getafe/game-center/sp-id-80402000001009482,66,34,12,5,4,2,9,13,4,1,1,3,2,2,1,2,0,0
Mon,Dec 17,Alavés,Athletic,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-athletic-club/game-center/sp-id-80402000001009466,46,54,11,6,2,3,16,13,5,3,3,2,2,3,2,2,0,0
Sun,Dec 16,Levante,Barça,0,5,0,0,2,3,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-barcelona/game-center/sp-id-80402000001009472,43,57,20,16,6,9,12,9,15,3,4,6,2,4,2,3,1,0
Sun,Dec 16,Huesca,Villarreal,2,2,1,1,0,2,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-villarreal/game-center/sp-id-80402000001009470,55,45,29,10,12,6,12,11,12,2,4,10,1,1,4,3,0,1
Sun,Dec 16,Espanyol,Betis,1,3,1,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-real-betis/game-center/sp-id-80402000001009473,33,67,11,12,3,5,23,10,,,3,2,4,1,3,4,0,0
Sun,Dec 16,Sevilla FC,Girona,2,0,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-girona/game-center/sp-id-80402000001009474,50,50,17,7,5,2,18,12,5,3,2,3,,,2,1,0,0
Sat,Dec 15,Eibar,Valencia,1,1,0,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-valencia-cf/game-center/sp-id-80402000001009468,56,44,18,11,6,4,11,15,4,2,3,5,5,3,0,1,0,0
Sat,Dec 15,Real Madrid,Rayo,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-rayo-vallecano/game-center/sp-id-80402000001009475,69,31,9,11,4,3,15,18,4,4,3,3,6,2,0,3,0,0
Sat,Dec 15,Valladolid,Atlético,2,3,0,1,2,2,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009471,56,44,8,14,2,5,16,13,9,3,2,2,,,4,1,0,0
Sat,Dec 15,Getafe,Real Sociedad,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-real-sociedad/game-center/sp-id-80402000001009469,29,71,9,9,2,4,24,14,2,3,4,1,2,6,3,4,0,0
Fri,Dec 14,Celta,Leganés,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-legan%c3%a9s/game-center/sp-id-80402000001009467,80,20,15,5,2,2,11,11,,,2,2,,,3,3,0,0
Mon,Dec 10,Athletic,Girona,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-girona/game-center/sp-id-80402000001009456,51,49,25,3,10,1,17,15,,,1,9,,,3,1,0,0
Sun,Dec 9,Betis,Rayo,2,0,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-rayo-vallecano/game-center/sp-id-80402000001009457,60,40,8,14,3,5,14,20,2,9,5,1,7,1,2,4,0,0
Sun,Dec 9,Real Sociedad,Valladolid,1,2,0,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-real-valladolid/game-center/sp-id-80402000001009460,68,32,23,10,5,6,9,16,11,6,4,4,2,1,2,2,0,0
Sun,Dec 9,Huesca,Real Madrid,0,1,0,0,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-real-madrid/game-center/sp-id-80402000001009459,46,54,11,5,4,4,12,10,11,6,3,3,4,3,2,2,0,0
Sun,Dec 9,Eibar,Levante,4,4,1,4,2,1,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-levante/game-center/sp-id-80402000001009458,60,40,32,14,7,4,11,7,12,3,1,3,,,2,2,0,0
Sat,Dec 8,Espanyol,Barça,0,4,0,0,3,1,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-barcelona/game-center/sp-id-80402000001009462,45,55,15,17,3,9,16,10,11,4,5,3,3,4,1,0,0,0
Sat,Dec 8,Villarreal,Celta,2,3,0,2,1,2,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-celta-de-vigo/game-center/sp-id-80402000001009463,53,47,13,14,3,7,12,10,6,1,4,1,7,4,3,3,0,0
Sat,Dec 8,Valencia,Sevilla FC,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-sevilla/game-center/sp-id-80402000001009465,54,46,16,11,6,3,13,17,6,4,2,5,,,0,4,0,0
Sat,Dec 8,Atlético,Alavés,3,0,1,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-alav%c3%a9s/game-center/sp-id-80402000001009461,48,52,12,13,5,3,20,15,5,5,3,2,,,5,4,0,0
Fri,Dec 7,Leganés,Getafe,1,1,0,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-getafe/game-center/sp-id-80402000001009464,66,34,17,6,5,2,12,13,7,2,1,4,,,1,2,1,0
Mon,Dec 3,Levante,Athletic,3,0,1,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-athletic-club/game-center/sp-id-80402000001009451,46,54,17,11,7,3,11,15,2,6,3,4,3,2,2,5,0,1
Sun,Dec 2,Alavés,Sevilla FC,1,1,1,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-sevilla/game-center/sp-id-80402000001009446,45,55,10,14,3,3,21,14,2,5,2,2,1,4,3,3,0,0
Sun,Dec 2,Barça,Villarreal,2,0,1,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-villarreal/game-center/sp-id-80402000001009447,62,38,15,12,7,2,9,17,11,1,2,5,3,2,2,4,0,0
Sun,Dec 2,Girona,Atlético,1,1,1,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009452,44,56,13,17,3,3,8,16,2,9,3,2,,,0,5,0,0
Sun,Dec 2,Betis,Real Sociedad,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-real-sociedad/game-center/sp-id-80402000001009448,58,42,6,6,4,4,18,18,6,4,4,3,2,2,4,2,0,0
Sat,Dec 1,Real Madrid,Valencia,2,0,0,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-valencia-cf/game-center/sp-id-80402000001009450,60,40,13,7,4,2,11,10,2,2,2,2,2,3,1,3,0,0
Sat,Dec 1,Getafe,Espanyol,3,0,0,3,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-espanyol/game-center/sp-id-80402000001009454,41,59,14,8,5,2,17,16,7,4,2,2,,,3,2,0,0
Sat,Dec 1,Valladolid,Leganés,2,4,0,2,2,2,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-legan%c3%a9s/game-center/sp-id-80402000001009455,68,32,21,14,6,5,5,13,6,5,1,4,1,1,0,3,0,0
Sat,Dec 1,Celta,Huesca,2,0,1,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-huesca/game-center/sp-id-80402000001009449,60,40,12,8,5,3,14,14,4,4,3,3,6,6,2,3,0,0
Fri,Nov 30,Rayo,Eibar,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-eibar/game-center/sp-id-80402000001009453,36,64,5,13,2,5,15,12,1,4,5,1,3,6,5,3,0,0
Mon,Nov 26,Real Sociedad,Celta,2,1,1,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-celta-de-vigo/game-center/sp-id-80402000001009444,48,52,15,6,8,2,12,14,6,2,1,5,,,2,2,0,0
Sun,Nov 25,Villarreal,Betis,2,1,0,2,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-real-betis/game-center/sp-id-80402000001009443,36,64,13,13,8,6,15,13,5,4,5,6,,,2,1,0,0
Sun,Nov 25,Espanyol,Girona,1,3,0,1,2,1,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-girona/game-center/sp-id-80402000001009439,60,40,18,16,10,11,16,14,8,3,7,9,3,1,3,4,0,0
Sun,Nov 25,Sevilla FC,Valladolid,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-real-valladolid/game-center/sp-id-80402000001009441,49,51,17,13,9,5,15,15,8,6,5,8,2,3,3,3,0,0
Sun,Nov 25,Athletic,Getafe,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-getafe/game-center/sp-id-80402000001009437,65,35,8,16,4,2,10,12,2,2,1,3,3,5,5,4,0,0
Sat,Nov 24,Atlético,Barça,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-barcelona/game-center/sp-id-80402000001009436,30,70,3,8,1,2,19,12,2,8,,,,,4,3,0,0
Sat,Nov 24,Huesca,Levante,2,2,1,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-levante/game-center/sp-id-80402000001009440,50,50,32,5,12,3,11,8,7,2,1,10,6,5,2,3,1,0
Sat,Nov 24,Valencia,Rayo,3,0,1,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-rayo-vallecano/game-center/sp-id-80402000001009445,50,50,13,13,10,3,15,14,6,5,3,7,3,4,2,2,0,1
Sat,Nov 24,Eibar,Real Madrid,3,0,1,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-real-madrid/game-center/sp-id-80402000001009438,39,61,14,9,8,3,17,8,5,4,2,4,4,11,2,1,0,0
Fri,Nov 23,Leganés,Alavés,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-alav%c3%a9s/game-center/sp-id-80402000001009442,49,51,13,7,6,2,10,13,5,3,2,5,3,2,2,4,0,0
Sun,Nov 11,Celta,Real Madrid,2,4,0,3,1,2,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-real-madrid/game-center/sp-id-80402000001009428,52,48,16,14,4,5,19,13,5,1,2,2,5,2,2,2,1,0
Sun,Nov 11,Rayo,Villarreal,2,2,1,1,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-villarreal/game-center/sp-id-80402000001009432,59,41,15,11,7,5,7,12,8,4,3,5,2,8,1,1,0,1
Sun,Nov 11,Sevilla FC,Espanyol,2,1,0,2,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-espanyol/game-center/sp-id-80402000001009435,52,48,23,14,10,7,18,10,6,3,6,8,,,4,2,0,0
Sun,Nov 11,Barça,Betis,3,4,0,3,2,2,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-real-betis/game-center/sp-id-80402000001009427,54,46,20,15,5,8,13,11,10,5,4,2,2,2,2,3,1,0
Sun,Nov 11,Alavés,Huesca,2,1,1,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-huesca/game-center/sp-id-80402000001009426,50,50,13,9,5,2,20,13,5,4,1,3,2,3,3,4,0,0
Sat,Nov 10,Girona,Leganés,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-legan%c3%a9s/game-center/sp-id-80402000001009430,59,41,5,11,,,13,13,,,,,,,1,4,0,0
Sat,Nov 10,Atlético,Athletic,3,2,0,3,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-athletic-club/game-center/sp-id-80402000001009433,51,49,9,6,3,5,8,15,12,2,,,,,5,5,0,1
Sat,Nov 10,Getafe,Valencia,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-valencia-cf/game-center/sp-id-80402000001009429,38,62,17,7,3,3,23,8,6,4,2,3,7,3,1,3,1,0
Sat,Nov 10,Valladolid,Eibar,0,0,2,0,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-eibar/game-center/sp-id-80402000001009434,39,61,18,8,8,3,17,5,5,2,1,6,,,4,2,0,0
Fri,Nov 9,Levante,Real Sociedad,1,3,1,0,0,3,https://www.msn.com/en-us/sports/soccer/la-liga/levante-v-real-sociedad/game-center/sp-id-80402000001009431,47,53,17,15,2,4,17,12,6,4,1,1,3,4,6,1,0,0
Mon,Nov 5,Espanyol,Athletic,1,0,1,0,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-athletic-club/game-center/sp-id-80402000001009420,41,59,8,10,3,2,15,13,2,1,2,2,,,1,3,0,0
Sun,Nov 4,Betis,Celta,3,3,1,2,0,3,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-celta-de-vigo/game-center/sp-id-80402000001009416,59,41,14,15,6,8,12,11,4,4,5,3,,,4,2,0,0
Sun,Nov 4,Real Sociedad,Sevilla FC,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/real-sociedad-v-sevilla/game-center/sp-id-80402000001009418,52,48,11,8,1,1,8,17,7,7,1,2,1,4,1,3,0,0
Sun,Nov 4,Huesca,Getafe,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/huesca-v-getafe/game-center/sp-id-80402000001009423,54,46,18,8,7,2,18,13,10,2,1,6,7,8,5,3,0,0
Sun,Nov 4,Villarreal,Levante,1,1,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-levante/game-center/sp-id-80402000001009425,58,42,23,13,4,2,14,10,5,4,2,3,2,2,3,3,0,0
Sun,Nov 4,Eibar,Alavés,2,1,0,2,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-alav%c3%a9s/game-center/sp-id-80402000001009419,72,28,22,9,7,3,11,7,12,1,2,5,,,4,0,1,1
Sat,Nov 3,Rayo,Barça,2,3,1,1,1,2,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-barcelona/game-center/sp-id-80402000001009422,30,70,11,10,5,5,23,11,3,1,2,3,4,2,4,2,0,0
Sat,Nov 3,Valencia,Girona,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-girona/game-center/sp-id-80402000001009424,53,47,27,5,9,3,14,13,11,2,2,9,3,1,4,4,0,0
Sat,Nov 3,Real Madrid,Valladolid,2,0,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-real-valladolid/game-center/sp-id-80402000001009417,58,42,17,12,8,2,14,7,8,6,2,5,,,1,0,0,0
Sat,Nov 3,Leganés,Atlético,1,1,0,1,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009421,45,55,8,9,3,4,18,12,4,7,3,2,,,4,2,0,0
Sun,Oct 28,Sevilla FC,Huesca,2,1,0,2,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/sevilla-v-huesca/game-center/sp-id-80402000001009414,62,38,14,11,4,2,9,14,4,2,1,2,2,5,2,3,0,0
Sun,Oct 28,Alavés,Villarreal,2,1,0,2,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-villarreal/game-center/sp-id-80402000001009407,48,52,19,10,6,2,11,11,8,4,1,4,1,7,1,1,0,0
Sun,Oct 28,Barça,Real Madrid,5,1,2,3,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-real-madrid/game-center/sp-id-80402000001009406,53,47,13,15,8,4,17,14,4,2,3,3,2,4,2,2,0,0
Sun,Oct 28,Getafe,Betis,2,0,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-real-betis/game-center/sp-id-80402000001009412,31,69,15,7,6,3,9,14,5,4,3,3,5,2,1,2,0,0
